"","beta","gamma","N","muw","state"
"4291",0.48,0.8,100,0.6,FALSE
"4292",0.48,0.8,100,0.61,FALSE
"4293",0.48,0.8,100,0.62,FALSE
"4294",0.48,0.8,100,0.63,FALSE
"4295",0.48,0.8,100,0.64,FALSE
"4296",0.48,0.8,100,0.65,FALSE
"4297",0.48,0.8,100,0.66,FALSE
"4298",0.48,0.8,100,0.67,FALSE
"4299",0.48,0.8,100,0.68,FALSE
"4300",0.48,0.8,100,0.69,FALSE
"4301",0.48,0.8,100,0.7,FALSE
"4302",0.48,0.8,100,0.71,FALSE
"4303",0.48,0.8,100,0.72,FALSE
"4304",0.48,0.8,100,0.73,FALSE
"4305",0.48,0.8,100,0.74,FALSE
"4306",0.48,0.8,100,0.75,FALSE
"4307",0.48,0.8,100,0.76,FALSE
"4308",0.48,0.8,100,0.77,FALSE
"4309",0.48,0.8,100,0.78,FALSE
"4310",0.48,0.8,100,0.79,FALSE
"4311",0.48,0.8,100,0.8,FALSE
"4312",0.48,0.8,100,0.81,FALSE
"4313",0.48,0.8,100,0.82,FALSE
"4314",0.48,0.8,100,0.83,FALSE
"4315",0.48,0.8,100,0.84,FALSE
"4316",0.48,0.8,100,0.85,FALSE
"4317",0.48,0.8,100,0.86,FALSE
"4318",0.48,0.8,100,0.87,FALSE
"4319",0.48,0.8,100,0.88,FALSE
"4320",0.48,0.8,100,0.89,FALSE
"4321",0.48,0.8,100,0.9,FALSE
"4322",0.49,0.8,100,0.01,FALSE
"4323",0.49,0.8,100,0.02,FALSE
"4324",0.49,0.8,100,0.03,FALSE
"4325",0.49,0.8,100,0.04,FALSE
"4326",0.49,0.8,100,0.05,FALSE
"4327",0.49,0.8,100,0.06,FALSE
"4328",0.49,0.8,100,0.07,FALSE
"4329",0.49,0.8,100,0.08,FALSE
"4330",0.49,0.8,100,0.09,FALSE
"4331",0.49,0.8,100,0.1,FALSE
"4332",0.49,0.8,100,0.11,FALSE
"4333",0.49,0.8,100,0.12,FALSE
"4334",0.49,0.8,100,0.13,FALSE
"4335",0.49,0.8,100,0.14,FALSE
"4336",0.49,0.8,100,0.15,FALSE
"4337",0.49,0.8,100,0.16,FALSE
"4338",0.49,0.8,100,0.17,FALSE
"4339",0.49,0.8,100,0.18,FALSE
"4340",0.49,0.8,100,0.19,FALSE
"4341",0.49,0.8,100,0.2,FALSE
"4342",0.49,0.8,100,0.21,FALSE
"4343",0.49,0.8,100,0.22,FALSE
"4344",0.49,0.8,100,0.23,FALSE
"4345",0.49,0.8,100,0.24,FALSE
"4346",0.49,0.8,100,0.25,FALSE
"4347",0.49,0.8,100,0.26,FALSE
"4348",0.49,0.8,100,0.27,FALSE
"4349",0.49,0.8,100,0.28,FALSE
"4350",0.49,0.8,100,0.29,FALSE
"4351",0.49,0.8,100,0.3,FALSE
"4352",0.49,0.8,100,0.31,FALSE
"4353",0.49,0.8,100,0.32,FALSE
"4354",0.49,0.8,100,0.33,FALSE
"4355",0.49,0.8,100,0.34,FALSE
"4356",0.49,0.8,100,0.35,FALSE
"4357",0.49,0.8,100,0.36,FALSE
"4358",0.49,0.8,100,0.37,FALSE
"4359",0.49,0.8,100,0.38,FALSE
"4360",0.49,0.8,100,0.39,FALSE
"4361",0.49,0.8,100,0.4,FALSE
"4362",0.49,0.8,100,0.41,FALSE
"4363",0.49,0.8,100,0.42,FALSE
"4364",0.49,0.8,100,0.43,FALSE
"4365",0.49,0.8,100,0.44,FALSE
"4366",0.49,0.8,100,0.45,FALSE
"4367",0.49,0.8,100,0.46,FALSE
"4368",0.49,0.8,100,0.47,FALSE
"4369",0.49,0.8,100,0.48,FALSE
"4370",0.49,0.8,100,0.49,FALSE
"4371",0.49,0.8,100,0.5,FALSE
"4372",0.49,0.8,100,0.51,FALSE
"4373",0.49,0.8,100,0.52,FALSE
"4374",0.49,0.8,100,0.53,FALSE
"4375",0.49,0.8,100,0.54,FALSE
"4376",0.49,0.8,100,0.55,FALSE
"4377",0.49,0.8,100,0.56,FALSE
"4378",0.49,0.8,100,0.57,FALSE
"4379",0.49,0.8,100,0.58,FALSE
"4380",0.49,0.8,100,0.59,FALSE
"4381",0.49,0.8,100,0.6,FALSE
"4382",0.49,0.8,100,0.61,FALSE
"4383",0.49,0.8,100,0.62,FALSE
"4384",0.49,0.8,100,0.63,FALSE
"4385",0.49,0.8,100,0.64,FALSE
"4386",0.49,0.8,100,0.65,FALSE
"4387",0.49,0.8,100,0.66,FALSE
"4388",0.49,0.8,100,0.67,FALSE
"4389",0.49,0.8,100,0.68,FALSE
"4390",0.49,0.8,100,0.69,FALSE
"4391",0.49,0.8,100,0.7,FALSE
"4392",0.49,0.8,100,0.71,FALSE
"4393",0.49,0.8,100,0.72,FALSE
"4394",0.49,0.8,100,0.73,FALSE
"4395",0.49,0.8,100,0.74,FALSE
"4396",0.49,0.8,100,0.75,FALSE
"4397",0.49,0.8,100,0.76,FALSE
"4398",0.49,0.8,100,0.77,FALSE
"4399",0.49,0.8,100,0.78,FALSE
"4400",0.49,0.8,100,0.79,FALSE
"4401",0.49,0.8,100,0.8,FALSE
"4402",0.49,0.8,100,0.81,FALSE
"4403",0.49,0.8,100,0.82,FALSE
"4404",0.49,0.8,100,0.83,FALSE
"4405",0.49,0.8,100,0.84,FALSE
"4406",0.49,0.8,100,0.85,FALSE
"4407",0.49,0.8,100,0.86,FALSE
"4408",0.49,0.8,100,0.87,FALSE
"4409",0.49,0.8,100,0.88,FALSE
"4410",0.49,0.8,100,0.89,FALSE
"4411",0.49,0.8,100,0.9,FALSE
"4412",0.5,0.8,100,0.01,FALSE
"4413",0.5,0.8,100,0.02,FALSE
"4414",0.5,0.8,100,0.03,FALSE
"4415",0.5,0.8,100,0.04,FALSE
"4416",0.5,0.8,100,0.05,FALSE
"4417",0.5,0.8,100,0.06,FALSE
"4418",0.5,0.8,100,0.07,FALSE
"4419",0.5,0.8,100,0.08,FALSE
"4420",0.5,0.8,100,0.09,FALSE
"4421",0.5,0.8,100,0.1,FALSE
"4422",0.5,0.8,100,0.11,FALSE
"4423",0.5,0.8,100,0.12,FALSE
"4424",0.5,0.8,100,0.13,FALSE
"4425",0.5,0.8,100,0.14,FALSE
"4426",0.5,0.8,100,0.15,FALSE
"4427",0.5,0.8,100,0.16,FALSE
"4428",0.5,0.8,100,0.17,FALSE
"4429",0.5,0.8,100,0.18,FALSE
"4430",0.5,0.8,100,0.19,FALSE
"4431",0.5,0.8,100,0.2,FALSE
"4432",0.5,0.8,100,0.21,FALSE
"4433",0.5,0.8,100,0.22,FALSE
"4434",0.5,0.8,100,0.23,FALSE
"4435",0.5,0.8,100,0.24,FALSE
"4436",0.5,0.8,100,0.25,FALSE
"4437",0.5,0.8,100,0.26,FALSE
"4438",0.5,0.8,100,0.27,FALSE
"4439",0.5,0.8,100,0.28,FALSE
"4440",0.5,0.8,100,0.29,FALSE
"4441",0.5,0.8,100,0.3,FALSE
"4442",0.5,0.8,100,0.31,FALSE
"4443",0.5,0.8,100,0.32,FALSE
"4444",0.5,0.8,100,0.33,FALSE
"4445",0.5,0.8,100,0.34,FALSE
"4446",0.5,0.8,100,0.35,FALSE
"4447",0.5,0.8,100,0.36,FALSE
"4448",0.5,0.8,100,0.37,FALSE
"4449",0.5,0.8,100,0.38,FALSE
"4450",0.5,0.8,100,0.39,FALSE
"4451",0.5,0.8,100,0.4,FALSE
"4452",0.5,0.8,100,0.41,FALSE
"4453",0.5,0.8,100,0.42,FALSE
"4454",0.5,0.8,100,0.43,FALSE
"4455",0.5,0.8,100,0.44,FALSE
"4456",0.5,0.8,100,0.45,FALSE
"4457",0.5,0.8,100,0.46,FALSE
"4458",0.5,0.8,100,0.47,FALSE
"4459",0.5,0.8,100,0.48,FALSE
"4460",0.5,0.8,100,0.49,FALSE
"4461",0.5,0.8,100,0.5,FALSE
"4462",0.5,0.8,100,0.51,FALSE
"4463",0.5,0.8,100,0.52,FALSE
"4464",0.5,0.8,100,0.53,FALSE
"4465",0.5,0.8,100,0.54,FALSE
"4466",0.5,0.8,100,0.55,FALSE
"4467",0.5,0.8,100,0.56,FALSE
"4468",0.5,0.8,100,0.57,FALSE
"4469",0.5,0.8,100,0.58,FALSE
"4470",0.5,0.8,100,0.59,FALSE
"4471",0.5,0.8,100,0.6,FALSE
"4472",0.5,0.8,100,0.61,FALSE
"4473",0.5,0.8,100,0.62,FALSE
"4474",0.5,0.8,100,0.63,FALSE
"4475",0.5,0.8,100,0.64,FALSE
"4476",0.5,0.8,100,0.65,FALSE
"4477",0.5,0.8,100,0.66,FALSE
"4478",0.5,0.8,100,0.67,FALSE
"4479",0.5,0.8,100,0.68,FALSE
"4480",0.5,0.8,100,0.69,FALSE
"4481",0.5,0.8,100,0.7,FALSE
"4482",0.5,0.8,100,0.71,FALSE
"4483",0.5,0.8,100,0.72,FALSE
"4484",0.5,0.8,100,0.73,FALSE
"4485",0.5,0.8,100,0.74,FALSE
"4486",0.5,0.8,100,0.75,FALSE
"4487",0.5,0.8,100,0.76,FALSE
"4488",0.5,0.8,100,0.77,FALSE
"4489",0.5,0.8,100,0.78,FALSE
"4490",0.5,0.8,100,0.79,FALSE
"4491",0.5,0.8,100,0.8,FALSE
"4492",0.5,0.8,100,0.81,FALSE
"4493",0.5,0.8,100,0.82,FALSE
"4494",0.5,0.8,100,0.83,FALSE
"4495",0.5,0.8,100,0.84,FALSE
"4496",0.5,0.8,100,0.85,FALSE
"4497",0.5,0.8,100,0.86,FALSE
"4498",0.5,0.8,100,0.87,FALSE
"4499",0.5,0.8,100,0.88,FALSE
"4500",0.5,0.8,100,0.89,FALSE
"4501",0.5,0.8,100,0.9,FALSE
"4502",0.51,0.8,100,0.01,FALSE
"4503",0.51,0.8,100,0.02,FALSE
"4504",0.51,0.8,100,0.03,FALSE
"4505",0.51,0.8,100,0.04,FALSE
"4506",0.51,0.8,100,0.05,FALSE
"4507",0.51,0.8,100,0.06,FALSE
"4508",0.51,0.8,100,0.07,FALSE
"4509",0.51,0.8,100,0.08,FALSE
"4510",0.51,0.8,100,0.09,FALSE
"4511",0.51,0.8,100,0.1,FALSE
"4512",0.51,0.8,100,0.11,FALSE
"4513",0.51,0.8,100,0.12,FALSE
"4514",0.51,0.8,100,0.13,FALSE
"4515",0.51,0.8,100,0.14,FALSE
"4516",0.51,0.8,100,0.15,FALSE
"4517",0.51,0.8,100,0.16,FALSE
"4518",0.51,0.8,100,0.17,FALSE
"4519",0.51,0.8,100,0.18,FALSE
"4520",0.51,0.8,100,0.19,FALSE
"4521",0.51,0.8,100,0.2,FALSE
"4522",0.51,0.8,100,0.21,FALSE
"4523",0.51,0.8,100,0.22,FALSE
"4524",0.51,0.8,100,0.23,FALSE
"4525",0.51,0.8,100,0.24,FALSE
"4526",0.51,0.8,100,0.25,FALSE
"4527",0.51,0.8,100,0.26,FALSE
"4528",0.51,0.8,100,0.27,FALSE
"4529",0.51,0.8,100,0.28,FALSE
"4530",0.51,0.8,100,0.29,FALSE
"4531",0.51,0.8,100,0.3,FALSE
"4532",0.51,0.8,100,0.31,FALSE
"4533",0.51,0.8,100,0.32,FALSE
"4534",0.51,0.8,100,0.33,FALSE
"4535",0.51,0.8,100,0.34,FALSE
"4536",0.51,0.8,100,0.35,FALSE
"4537",0.51,0.8,100,0.36,FALSE
"4538",0.51,0.8,100,0.37,FALSE
"4539",0.51,0.8,100,0.38,FALSE
"4540",0.51,0.8,100,0.39,FALSE
"4541",0.51,0.8,100,0.4,FALSE
"4542",0.51,0.8,100,0.41,FALSE
"4543",0.51,0.8,100,0.42,FALSE
"4544",0.51,0.8,100,0.43,FALSE
"4545",0.51,0.8,100,0.44,FALSE
"4546",0.51,0.8,100,0.45,FALSE
"4547",0.51,0.8,100,0.46,FALSE
"4548",0.51,0.8,100,0.47,FALSE
"4549",0.51,0.8,100,0.48,FALSE
"4550",0.51,0.8,100,0.49,FALSE
"4551",0.51,0.8,100,0.5,FALSE
"4552",0.51,0.8,100,0.51,FALSE
"4553",0.51,0.8,100,0.52,FALSE
"4554",0.51,0.8,100,0.53,FALSE
"4555",0.51,0.8,100,0.54,FALSE
"4556",0.51,0.8,100,0.55,FALSE
"4557",0.51,0.8,100,0.56,FALSE
"4558",0.51,0.8,100,0.57,FALSE
"4559",0.51,0.8,100,0.58,FALSE
"4560",0.51,0.8,100,0.59,FALSE
"4561",0.51,0.8,100,0.6,FALSE
"4562",0.51,0.8,100,0.61,FALSE
"4563",0.51,0.8,100,0.62,FALSE
"4564",0.51,0.8,100,0.63,FALSE
"4565",0.51,0.8,100,0.64,FALSE
"4566",0.51,0.8,100,0.65,FALSE
"4567",0.51,0.8,100,0.66,FALSE
"4568",0.51,0.8,100,0.67,FALSE
"4569",0.51,0.8,100,0.68,FALSE
"4570",0.51,0.8,100,0.69,FALSE
"4571",0.51,0.8,100,0.7,FALSE
"4572",0.51,0.8,100,0.71,FALSE
"4573",0.51,0.8,100,0.72,FALSE
"4574",0.51,0.8,100,0.73,FALSE
"4575",0.51,0.8,100,0.74,FALSE
"4576",0.51,0.8,100,0.75,FALSE
"4577",0.51,0.8,100,0.76,FALSE
"4578",0.51,0.8,100,0.77,FALSE
"4579",0.51,0.8,100,0.78,FALSE
"4580",0.51,0.8,100,0.79,FALSE
"4581",0.51,0.8,100,0.8,FALSE
"4582",0.51,0.8,100,0.81,FALSE
"4583",0.51,0.8,100,0.82,FALSE
"4584",0.51,0.8,100,0.83,FALSE
"4585",0.51,0.8,100,0.84,FALSE
"4586",0.51,0.8,100,0.85,FALSE
"4587",0.51,0.8,100,0.86,FALSE
"4588",0.51,0.8,100,0.87,FALSE
"4589",0.51,0.8,100,0.88,FALSE
"4590",0.51,0.8,100,0.89,FALSE
"4591",0.51,0.8,100,0.9,FALSE
"4592",0.52,0.8,100,0.01,FALSE
"4593",0.52,0.8,100,0.02,FALSE
"4594",0.52,0.8,100,0.03,FALSE
"4595",0.52,0.8,100,0.04,FALSE
"4596",0.52,0.8,100,0.05,FALSE
"4597",0.52,0.8,100,0.06,FALSE
"4598",0.52,0.8,100,0.07,FALSE
"4599",0.52,0.8,100,0.08,FALSE
"4600",0.52,0.8,100,0.09,FALSE
"4601",0.52,0.8,100,0.1,FALSE
"4602",0.52,0.8,100,0.11,FALSE
"4603",0.52,0.8,100,0.12,FALSE
"4604",0.52,0.8,100,0.13,FALSE
"4605",0.52,0.8,100,0.14,FALSE
"4606",0.52,0.8,100,0.15,FALSE
"4607",0.52,0.8,100,0.16,FALSE
"4608",0.52,0.8,100,0.17,FALSE
"4609",0.52,0.8,100,0.18,FALSE
"4610",0.52,0.8,100,0.19,FALSE
"4611",0.52,0.8,100,0.2,FALSE
"4612",0.52,0.8,100,0.21,FALSE
"4613",0.52,0.8,100,0.22,FALSE
"4614",0.52,0.8,100,0.23,FALSE
"4615",0.52,0.8,100,0.24,FALSE
"4616",0.52,0.8,100,0.25,FALSE
"4617",0.52,0.8,100,0.26,FALSE
"4618",0.52,0.8,100,0.27,FALSE
"4619",0.52,0.8,100,0.28,FALSE
"4620",0.52,0.8,100,0.29,FALSE
"4621",0.52,0.8,100,0.3,FALSE
"4622",0.52,0.8,100,0.31,FALSE
"4623",0.52,0.8,100,0.32,FALSE
"4624",0.52,0.8,100,0.33,FALSE
"4625",0.52,0.8,100,0.34,FALSE
"4626",0.52,0.8,100,0.35,FALSE
"4627",0.52,0.8,100,0.36,FALSE
"4628",0.52,0.8,100,0.37,FALSE
"4629",0.52,0.8,100,0.38,FALSE
"4630",0.52,0.8,100,0.39,FALSE
"4631",0.52,0.8,100,0.4,FALSE
"4632",0.52,0.8,100,0.41,FALSE
"4633",0.52,0.8,100,0.42,FALSE
"4634",0.52,0.8,100,0.43,FALSE
"4635",0.52,0.8,100,0.44,FALSE
"4636",0.52,0.8,100,0.45,FALSE
"4637",0.52,0.8,100,0.46,FALSE
"4638",0.52,0.8,100,0.47,FALSE
"4639",0.52,0.8,100,0.48,FALSE
"4640",0.52,0.8,100,0.49,FALSE
"4641",0.52,0.8,100,0.5,FALSE
"4642",0.52,0.8,100,0.51,FALSE
"4643",0.52,0.8,100,0.52,FALSE
"4644",0.52,0.8,100,0.53,FALSE
"4645",0.52,0.8,100,0.54,FALSE
"4646",0.52,0.8,100,0.55,FALSE
"4647",0.52,0.8,100,0.56,FALSE
"4648",0.52,0.8,100,0.57,FALSE
"4649",0.52,0.8,100,0.58,FALSE
"4650",0.52,0.8,100,0.59,FALSE
"4651",0.52,0.8,100,0.6,FALSE
"4652",0.52,0.8,100,0.61,FALSE
"4653",0.52,0.8,100,0.62,FALSE
"4654",0.52,0.8,100,0.63,FALSE
"4655",0.52,0.8,100,0.64,FALSE
"4656",0.52,0.8,100,0.65,FALSE
"4657",0.52,0.8,100,0.66,FALSE
"4658",0.52,0.8,100,0.67,FALSE
"4659",0.52,0.8,100,0.68,FALSE
"4660",0.52,0.8,100,0.69,FALSE
"4661",0.52,0.8,100,0.7,FALSE
"4662",0.52,0.8,100,0.71,FALSE
"4663",0.52,0.8,100,0.72,FALSE
"4664",0.52,0.8,100,0.73,FALSE
"4665",0.52,0.8,100,0.74,FALSE
"4666",0.52,0.8,100,0.75,FALSE
"4667",0.52,0.8,100,0.76,FALSE
"4668",0.52,0.8,100,0.77,FALSE
"4669",0.52,0.8,100,0.78,FALSE
"4670",0.52,0.8,100,0.79,FALSE
"4671",0.52,0.8,100,0.8,FALSE
"4672",0.52,0.8,100,0.81,FALSE
"4673",0.52,0.8,100,0.82,FALSE
"4674",0.52,0.8,100,0.83,FALSE
"4675",0.52,0.8,100,0.84,FALSE
"4676",0.52,0.8,100,0.85,FALSE
"4677",0.52,0.8,100,0.86,FALSE
"4678",0.52,0.8,100,0.87,FALSE
"4679",0.52,0.8,100,0.88,FALSE
"4680",0.52,0.8,100,0.89,FALSE
"4681",0.52,0.8,100,0.9,FALSE
"4682",0.53,0.8,100,0.01,FALSE
"4683",0.53,0.8,100,0.02,FALSE
"4684",0.53,0.8,100,0.03,FALSE
"4685",0.53,0.8,100,0.04,FALSE
"4686",0.53,0.8,100,0.05,FALSE
"4687",0.53,0.8,100,0.06,FALSE
"4688",0.53,0.8,100,0.07,FALSE
"4689",0.53,0.8,100,0.08,FALSE
"4690",0.53,0.8,100,0.09,FALSE
"4691",0.53,0.8,100,0.1,FALSE
"4692",0.53,0.8,100,0.11,FALSE
"4693",0.53,0.8,100,0.12,FALSE
"4694",0.53,0.8,100,0.13,FALSE
"4695",0.53,0.8,100,0.14,FALSE
"4696",0.53,0.8,100,0.15,FALSE
"4697",0.53,0.8,100,0.16,FALSE
"4698",0.53,0.8,100,0.17,FALSE
"4699",0.53,0.8,100,0.18,FALSE
"4700",0.53,0.8,100,0.19,FALSE
"4701",0.53,0.8,100,0.2,FALSE
"4702",0.53,0.8,100,0.21,FALSE
"4703",0.53,0.8,100,0.22,FALSE
"4704",0.53,0.8,100,0.23,FALSE
"4705",0.53,0.8,100,0.24,FALSE
"4706",0.53,0.8,100,0.25,FALSE
"4707",0.53,0.8,100,0.26,FALSE
"4708",0.53,0.8,100,0.27,FALSE
"4709",0.53,0.8,100,0.28,FALSE
"4710",0.53,0.8,100,0.29,FALSE
"4711",0.53,0.8,100,0.3,FALSE
"4712",0.53,0.8,100,0.31,FALSE
"4713",0.53,0.8,100,0.32,FALSE
"4714",0.53,0.8,100,0.33,FALSE
"4715",0.53,0.8,100,0.34,FALSE
"4716",0.53,0.8,100,0.35,FALSE
"4717",0.53,0.8,100,0.36,FALSE
"4718",0.53,0.8,100,0.37,FALSE
"4719",0.53,0.8,100,0.38,FALSE
"4720",0.53,0.8,100,0.39,FALSE
"4721",0.53,0.8,100,0.4,FALSE
"4722",0.53,0.8,100,0.41,FALSE
"4723",0.53,0.8,100,0.42,FALSE
"4724",0.53,0.8,100,0.43,FALSE
"4725",0.53,0.8,100,0.44,FALSE
"4726",0.53,0.8,100,0.45,FALSE
"4727",0.53,0.8,100,0.46,FALSE
"4728",0.53,0.8,100,0.47,FALSE
"4729",0.53,0.8,100,0.48,FALSE
"4730",0.53,0.8,100,0.49,FALSE
"4731",0.53,0.8,100,0.5,FALSE
"4732",0.53,0.8,100,0.51,FALSE
"4733",0.53,0.8,100,0.52,FALSE
"4734",0.53,0.8,100,0.53,FALSE
"4735",0.53,0.8,100,0.54,FALSE
"4736",0.53,0.8,100,0.55,FALSE
"4737",0.53,0.8,100,0.56,FALSE
"4738",0.53,0.8,100,0.57,FALSE
"4739",0.53,0.8,100,0.58,FALSE
"4740",0.53,0.8,100,0.59,FALSE
"4741",0.53,0.8,100,0.6,FALSE
"4742",0.53,0.8,100,0.61,FALSE
"4743",0.53,0.8,100,0.62,FALSE
"4744",0.53,0.8,100,0.63,FALSE
"4745",0.53,0.8,100,0.64,FALSE
"4746",0.53,0.8,100,0.65,FALSE
"4747",0.53,0.8,100,0.66,FALSE
"4748",0.53,0.8,100,0.67,FALSE
"4749",0.53,0.8,100,0.68,FALSE
"4750",0.53,0.8,100,0.69,FALSE
"4751",0.53,0.8,100,0.7,FALSE
"4752",0.53,0.8,100,0.71,FALSE
"4753",0.53,0.8,100,0.72,FALSE
"4754",0.53,0.8,100,0.73,FALSE
"4755",0.53,0.8,100,0.74,FALSE
"4756",0.53,0.8,100,0.75,FALSE
"4757",0.53,0.8,100,0.76,FALSE
"4758",0.53,0.8,100,0.77,FALSE
"4759",0.53,0.8,100,0.78,FALSE
"4760",0.53,0.8,100,0.79,FALSE
"4761",0.53,0.8,100,0.8,FALSE
"4762",0.53,0.8,100,0.81,FALSE
"4763",0.53,0.8,100,0.82,FALSE
"4764",0.53,0.8,100,0.83,FALSE
"4765",0.53,0.8,100,0.84,FALSE
"4766",0.53,0.8,100,0.85,FALSE
"4767",0.53,0.8,100,0.86,FALSE
"4768",0.53,0.8,100,0.87,FALSE
"4769",0.53,0.8,100,0.88,FALSE
"4770",0.53,0.8,100,0.89,FALSE
"4771",0.53,0.8,100,0.9,FALSE
"4772",0.54,0.8,100,0.01,FALSE
"4773",0.54,0.8,100,0.02,FALSE
"4774",0.54,0.8,100,0.03,FALSE
"4775",0.54,0.8,100,0.04,FALSE
"4776",0.54,0.8,100,0.05,FALSE
"4777",0.54,0.8,100,0.06,FALSE
"4778",0.54,0.8,100,0.07,FALSE
"4779",0.54,0.8,100,0.08,FALSE
"4780",0.54,0.8,100,0.09,FALSE
"4781",0.54,0.8,100,0.1,FALSE
"4782",0.54,0.8,100,0.11,FALSE
"4783",0.54,0.8,100,0.12,FALSE
"4784",0.54,0.8,100,0.13,FALSE
"4785",0.54,0.8,100,0.14,FALSE
"4786",0.54,0.8,100,0.15,FALSE
"4787",0.54,0.8,100,0.16,FALSE
"4788",0.54,0.8,100,0.17,FALSE
"4789",0.54,0.8,100,0.18,FALSE
"4790",0.54,0.8,100,0.19,FALSE
"4791",0.54,0.8,100,0.2,FALSE
"4792",0.54,0.8,100,0.21,FALSE
"4793",0.54,0.8,100,0.22,FALSE
"4794",0.54,0.8,100,0.23,FALSE
"4795",0.54,0.8,100,0.24,FALSE
"4796",0.54,0.8,100,0.25,FALSE
"4797",0.54,0.8,100,0.26,FALSE
"4798",0.54,0.8,100,0.27,FALSE
"4799",0.54,0.8,100,0.28,FALSE
"4800",0.54,0.8,100,0.29,FALSE
"4801",0.54,0.8,100,0.3,FALSE
"4802",0.54,0.8,100,0.31,FALSE
"4803",0.54,0.8,100,0.32,FALSE
"4804",0.54,0.8,100,0.33,FALSE
"4805",0.54,0.8,100,0.34,FALSE
"4806",0.54,0.8,100,0.35,FALSE
"4807",0.54,0.8,100,0.36,FALSE
"4808",0.54,0.8,100,0.37,FALSE
"4809",0.54,0.8,100,0.38,FALSE
"4810",0.54,0.8,100,0.39,FALSE
"4811",0.54,0.8,100,0.4,FALSE
"4812",0.54,0.8,100,0.41,FALSE
"4813",0.54,0.8,100,0.42,FALSE
"4814",0.54,0.8,100,0.43,FALSE
"4815",0.54,0.8,100,0.44,FALSE
"4816",0.54,0.8,100,0.45,FALSE
"4817",0.54,0.8,100,0.46,FALSE
"4818",0.54,0.8,100,0.47,FALSE
"4819",0.54,0.8,100,0.48,FALSE
"4820",0.54,0.8,100,0.49,FALSE
"4821",0.54,0.8,100,0.5,FALSE
"4822",0.54,0.8,100,0.51,FALSE
"4823",0.54,0.8,100,0.52,FALSE
"4824",0.54,0.8,100,0.53,FALSE
"4825",0.54,0.8,100,0.54,FALSE
"4826",0.54,0.8,100,0.55,FALSE
"4827",0.54,0.8,100,0.56,FALSE
"4828",0.54,0.8,100,0.57,FALSE
"4829",0.54,0.8,100,0.58,FALSE
"4830",0.54,0.8,100,0.59,FALSE
"4831",0.54,0.8,100,0.6,FALSE
"4832",0.54,0.8,100,0.61,FALSE
"4833",0.54,0.8,100,0.62,FALSE
"4834",0.54,0.8,100,0.63,FALSE
"4835",0.54,0.8,100,0.64,FALSE
"4836",0.54,0.8,100,0.65,FALSE
"4837",0.54,0.8,100,0.66,FALSE
"4838",0.54,0.8,100,0.67,FALSE
"4839",0.54,0.8,100,0.68,FALSE
"4840",0.54,0.8,100,0.69,FALSE
"4841",0.54,0.8,100,0.7,FALSE
"4842",0.54,0.8,100,0.71,FALSE
"4843",0.54,0.8,100,0.72,FALSE
"4844",0.54,0.8,100,0.73,FALSE
"4845",0.54,0.8,100,0.74,FALSE
"4846",0.54,0.8,100,0.75,FALSE
"4847",0.54,0.8,100,0.76,FALSE
"4848",0.54,0.8,100,0.77,FALSE
"4849",0.54,0.8,100,0.78,FALSE
"4850",0.54,0.8,100,0.79,FALSE
"4851",0.54,0.8,100,0.8,FALSE
"4852",0.54,0.8,100,0.81,FALSE
"4853",0.54,0.8,100,0.82,FALSE
"4854",0.54,0.8,100,0.83,FALSE
"4855",0.54,0.8,100,0.84,FALSE
"4856",0.54,0.8,100,0.85,FALSE
"4857",0.54,0.8,100,0.86,FALSE
"4858",0.54,0.8,100,0.87,FALSE
"4859",0.54,0.8,100,0.88,FALSE
"4860",0.54,0.8,100,0.89,FALSE
"4861",0.54,0.8,100,0.9,FALSE
"4862",0.55,0.8,100,0.01,FALSE
"4863",0.55,0.8,100,0.02,FALSE
"4864",0.55,0.8,100,0.03,FALSE
"4865",0.55,0.8,100,0.04,FALSE
"4866",0.55,0.8,100,0.05,FALSE
"4867",0.55,0.8,100,0.06,FALSE
"4868",0.55,0.8,100,0.07,FALSE
"4869",0.55,0.8,100,0.08,FALSE
"4870",0.55,0.8,100,0.09,FALSE
"4871",0.55,0.8,100,0.1,FALSE
"4872",0.55,0.8,100,0.11,FALSE
"4873",0.55,0.8,100,0.12,FALSE
"4874",0.55,0.8,100,0.13,FALSE
"4875",0.55,0.8,100,0.14,FALSE
"4876",0.55,0.8,100,0.15,FALSE
"4877",0.55,0.8,100,0.16,FALSE
"4878",0.55,0.8,100,0.17,FALSE
"4879",0.55,0.8,100,0.18,FALSE
"4880",0.55,0.8,100,0.19,FALSE
"4881",0.55,0.8,100,0.2,FALSE
"4882",0.55,0.8,100,0.21,FALSE
"4883",0.55,0.8,100,0.22,FALSE
"4884",0.55,0.8,100,0.23,FALSE
"4885",0.55,0.8,100,0.24,FALSE
"4886",0.55,0.8,100,0.25,FALSE
"4887",0.55,0.8,100,0.26,FALSE
"4888",0.55,0.8,100,0.27,FALSE
"4889",0.55,0.8,100,0.28,FALSE
"4890",0.55,0.8,100,0.29,FALSE
"4891",0.55,0.8,100,0.3,FALSE
"4892",0.55,0.8,100,0.31,FALSE
"4893",0.55,0.8,100,0.32,FALSE
"4894",0.55,0.8,100,0.33,FALSE
"4895",0.55,0.8,100,0.34,FALSE
"4896",0.55,0.8,100,0.35,FALSE
"4897",0.55,0.8,100,0.36,FALSE
