"","beta","gamma","N","muw","state"
"2291",0.26,0.8,100,0.4,FALSE
"2292",0.26,0.8,100,0.41,FALSE
"2293",0.26,0.8,100,0.42,FALSE
"2294",0.26,0.8,100,0.43,FALSE
"2295",0.26,0.8,100,0.44,FALSE
"2296",0.26,0.8,100,0.45,FALSE
"2297",0.26,0.8,100,0.46,FALSE
"2298",0.26,0.8,100,0.47,FALSE
"2299",0.26,0.8,100,0.48,FALSE
"2300",0.26,0.8,100,0.49,FALSE
"2301",0.26,0.8,100,0.5,FALSE
"2302",0.26,0.8,100,0.51,FALSE
"2303",0.26,0.8,100,0.52,FALSE
"2304",0.26,0.8,100,0.53,FALSE
"2305",0.26,0.8,100,0.54,FALSE
"2306",0.26,0.8,100,0.55,FALSE
"2307",0.26,0.8,100,0.56,FALSE
"2308",0.26,0.8,100,0.57,FALSE
"2309",0.26,0.8,100,0.58,FALSE
"2310",0.26,0.8,100,0.59,FALSE
"2311",0.26,0.8,100,0.6,FALSE
"2312",0.26,0.8,100,0.61,FALSE
"2313",0.26,0.8,100,0.62,FALSE
"2314",0.26,0.8,100,0.63,FALSE
"2315",0.26,0.8,100,0.64,FALSE
"2316",0.26,0.8,100,0.65,FALSE
"2317",0.26,0.8,100,0.66,FALSE
"2318",0.26,0.8,100,0.67,FALSE
"2319",0.26,0.8,100,0.68,FALSE
"2320",0.26,0.8,100,0.69,FALSE
"2321",0.26,0.8,100,0.7,FALSE
"2322",0.26,0.8,100,0.71,FALSE
"2323",0.26,0.8,100,0.72,FALSE
"2324",0.26,0.8,100,0.73,FALSE
"2325",0.26,0.8,100,0.74,FALSE
"2326",0.26,0.8,100,0.75,FALSE
"2327",0.26,0.8,100,0.76,FALSE
"2328",0.26,0.8,100,0.77,FALSE
"2329",0.26,0.8,100,0.78,FALSE
"2330",0.26,0.8,100,0.79,FALSE
"2331",0.26,0.8,100,0.8,FALSE
"2332",0.26,0.8,100,0.81,FALSE
"2333",0.26,0.8,100,0.82,FALSE
"2334",0.26,0.8,100,0.83,FALSE
"2335",0.26,0.8,100,0.84,FALSE
"2336",0.26,0.8,100,0.85,FALSE
"2337",0.26,0.8,100,0.86,FALSE
"2338",0.26,0.8,100,0.87,FALSE
"2339",0.26,0.8,100,0.88,FALSE
"2340",0.26,0.8,100,0.89,FALSE
"2341",0.26,0.8,100,0.9,FALSE
"2342",0.27,0.8,100,0.01,TRUE
"2343",0.27,0.8,100,0.02,FALSE
"2344",0.27,0.8,100,0.03,FALSE
"2345",0.27,0.8,100,0.04,FALSE
"2346",0.27,0.8,100,0.05,FALSE
"2347",0.27,0.8,100,0.06,FALSE
"2348",0.27,0.8,100,0.07,FALSE
"2349",0.27,0.8,100,0.08,FALSE
"2350",0.27,0.8,100,0.09,FALSE
"2351",0.27,0.8,100,0.1,FALSE
"2352",0.27,0.8,100,0.11,FALSE
"2353",0.27,0.8,100,0.12,FALSE
"2354",0.27,0.8,100,0.13,FALSE
"2355",0.27,0.8,100,0.14,FALSE
"2356",0.27,0.8,100,0.15,FALSE
"2357",0.27,0.8,100,0.16,FALSE
"2358",0.27,0.8,100,0.17,FALSE
"2359",0.27,0.8,100,0.18,FALSE
"2360",0.27,0.8,100,0.19,FALSE
"2361",0.27,0.8,100,0.2,FALSE
"2362",0.27,0.8,100,0.21,FALSE
"2363",0.27,0.8,100,0.22,FALSE
"2364",0.27,0.8,100,0.23,FALSE
"2365",0.27,0.8,100,0.24,FALSE
"2366",0.27,0.8,100,0.25,FALSE
"2367",0.27,0.8,100,0.26,FALSE
"2368",0.27,0.8,100,0.27,FALSE
"2369",0.27,0.8,100,0.28,FALSE
"2370",0.27,0.8,100,0.29,FALSE
"2371",0.27,0.8,100,0.3,FALSE
"2372",0.27,0.8,100,0.31,FALSE
"2373",0.27,0.8,100,0.32,FALSE
"2374",0.27,0.8,100,0.33,FALSE
"2375",0.27,0.8,100,0.34,FALSE
"2376",0.27,0.8,100,0.35,FALSE
"2377",0.27,0.8,100,0.36,FALSE
"2378",0.27,0.8,100,0.37,FALSE
"2379",0.27,0.8,100,0.38,FALSE
"2380",0.27,0.8,100,0.39,FALSE
"2381",0.27,0.8,100,0.4,FALSE
"2382",0.27,0.8,100,0.41,FALSE
"2383",0.27,0.8,100,0.42,FALSE
"2384",0.27,0.8,100,0.43,FALSE
"2385",0.27,0.8,100,0.44,FALSE
"2386",0.27,0.8,100,0.45,FALSE
"2387",0.27,0.8,100,0.46,FALSE
"2388",0.27,0.8,100,0.47,FALSE
"2389",0.27,0.8,100,0.48,FALSE
"2390",0.27,0.8,100,0.49,FALSE
"2391",0.27,0.8,100,0.5,FALSE
"2392",0.27,0.8,100,0.51,FALSE
"2393",0.27,0.8,100,0.52,FALSE
"2394",0.27,0.8,100,0.53,FALSE
"2395",0.27,0.8,100,0.54,FALSE
"2396",0.27,0.8,100,0.55,FALSE
"2397",0.27,0.8,100,0.56,FALSE
"2398",0.27,0.8,100,0.57,FALSE
"2399",0.27,0.8,100,0.58,FALSE
"2400",0.27,0.8,100,0.59,FALSE
"2401",0.27,0.8,100,0.6,FALSE
"2402",0.27,0.8,100,0.61,FALSE
"2403",0.27,0.8,100,0.62,FALSE
"2404",0.27,0.8,100,0.63,FALSE
"2405",0.27,0.8,100,0.64,FALSE
"2406",0.27,0.8,100,0.65,FALSE
"2407",0.27,0.8,100,0.66,FALSE
"2408",0.27,0.8,100,0.67,FALSE
"2409",0.27,0.8,100,0.68,FALSE
"2410",0.27,0.8,100,0.69,FALSE
"2411",0.27,0.8,100,0.7,FALSE
"2412",0.27,0.8,100,0.71,FALSE
"2413",0.27,0.8,100,0.72,FALSE
"2414",0.27,0.8,100,0.73,FALSE
"2415",0.27,0.8,100,0.74,FALSE
"2416",0.27,0.8,100,0.75,FALSE
"2417",0.27,0.8,100,0.76,FALSE
"2418",0.27,0.8,100,0.77,FALSE
"2419",0.27,0.8,100,0.78,FALSE
"2420",0.27,0.8,100,0.79,FALSE
"2421",0.27,0.8,100,0.8,FALSE
"2422",0.27,0.8,100,0.81,FALSE
"2423",0.27,0.8,100,0.82,FALSE
"2424",0.27,0.8,100,0.83,FALSE
"2425",0.27,0.8,100,0.84,FALSE
"2426",0.27,0.8,100,0.85,FALSE
"2427",0.27,0.8,100,0.86,FALSE
"2428",0.27,0.8,100,0.87,FALSE
"2429",0.27,0.8,100,0.88,FALSE
"2430",0.27,0.8,100,0.89,FALSE
"2431",0.27,0.8,100,0.9,FALSE
"2432",0.28,0.8,100,0.01,TRUE
"2433",0.28,0.8,100,0.02,FALSE
"2434",0.28,0.8,100,0.03,FALSE
"2435",0.28,0.8,100,0.04,FALSE
"2436",0.28,0.8,100,0.05,FALSE
"2437",0.28,0.8,100,0.06,FALSE
"2438",0.28,0.8,100,0.07,FALSE
"2439",0.28,0.8,100,0.08,FALSE
"2440",0.28,0.8,100,0.09,FALSE
"2441",0.28,0.8,100,0.1,FALSE
"2442",0.28,0.8,100,0.11,FALSE
"2443",0.28,0.8,100,0.12,FALSE
"2444",0.28,0.8,100,0.13,FALSE
"2445",0.28,0.8,100,0.14,FALSE
"2446",0.28,0.8,100,0.15,FALSE
"2447",0.28,0.8,100,0.16,FALSE
"2448",0.28,0.8,100,0.17,FALSE
"2449",0.28,0.8,100,0.18,FALSE
"2450",0.28,0.8,100,0.19,FALSE
"2451",0.28,0.8,100,0.2,FALSE
"2452",0.28,0.8,100,0.21,FALSE
"2453",0.28,0.8,100,0.22,FALSE
"2454",0.28,0.8,100,0.23,FALSE
"2455",0.28,0.8,100,0.24,FALSE
"2456",0.28,0.8,100,0.25,FALSE
"2457",0.28,0.8,100,0.26,FALSE
"2458",0.28,0.8,100,0.27,FALSE
"2459",0.28,0.8,100,0.28,FALSE
"2460",0.28,0.8,100,0.29,FALSE
"2461",0.28,0.8,100,0.3,FALSE
"2462",0.28,0.8,100,0.31,FALSE
"2463",0.28,0.8,100,0.32,FALSE
"2464",0.28,0.8,100,0.33,FALSE
"2465",0.28,0.8,100,0.34,FALSE
"2466",0.28,0.8,100,0.35,FALSE
"2467",0.28,0.8,100,0.36,FALSE
"2468",0.28,0.8,100,0.37,FALSE
"2469",0.28,0.8,100,0.38,FALSE
"2470",0.28,0.8,100,0.39,FALSE
"2471",0.28,0.8,100,0.4,FALSE
"2472",0.28,0.8,100,0.41,FALSE
"2473",0.28,0.8,100,0.42,FALSE
"2474",0.28,0.8,100,0.43,FALSE
"2475",0.28,0.8,100,0.44,FALSE
"2476",0.28,0.8,100,0.45,FALSE
"2477",0.28,0.8,100,0.46,FALSE
"2478",0.28,0.8,100,0.47,FALSE
"2479",0.28,0.8,100,0.48,FALSE
"2480",0.28,0.8,100,0.49,FALSE
"2481",0.28,0.8,100,0.5,FALSE
"2482",0.28,0.8,100,0.51,FALSE
"2483",0.28,0.8,100,0.52,FALSE
"2484",0.28,0.8,100,0.53,FALSE
"2485",0.28,0.8,100,0.54,FALSE
"2486",0.28,0.8,100,0.55,FALSE
"2487",0.28,0.8,100,0.56,FALSE
"2488",0.28,0.8,100,0.57,FALSE
"2489",0.28,0.8,100,0.58,FALSE
"2490",0.28,0.8,100,0.59,FALSE
"2491",0.28,0.8,100,0.6,FALSE
"2492",0.28,0.8,100,0.61,FALSE
"2493",0.28,0.8,100,0.62,FALSE
"2494",0.28,0.8,100,0.63,FALSE
"2495",0.28,0.8,100,0.64,FALSE
"2496",0.28,0.8,100,0.65,FALSE
"2497",0.28,0.8,100,0.66,FALSE
"2498",0.28,0.8,100,0.67,FALSE
"2499",0.28,0.8,100,0.68,FALSE
"2500",0.28,0.8,100,0.69,FALSE
"2501",0.28,0.8,100,0.7,FALSE
"2502",0.28,0.8,100,0.71,FALSE
"2503",0.28,0.8,100,0.72,FALSE
"2504",0.28,0.8,100,0.73,FALSE
"2505",0.28,0.8,100,0.74,FALSE
"2506",0.28,0.8,100,0.75,FALSE
"2507",0.28,0.8,100,0.76,FALSE
"2508",0.28,0.8,100,0.77,FALSE
"2509",0.28,0.8,100,0.78,FALSE
"2510",0.28,0.8,100,0.79,FALSE
"2511",0.28,0.8,100,0.8,FALSE
"2512",0.28,0.8,100,0.81,FALSE
"2513",0.28,0.8,100,0.82,FALSE
"2514",0.28,0.8,100,0.83,FALSE
"2515",0.28,0.8,100,0.84,FALSE
"2516",0.28,0.8,100,0.85,FALSE
"2517",0.28,0.8,100,0.86,FALSE
"2518",0.28,0.8,100,0.87,FALSE
"2519",0.28,0.8,100,0.88,FALSE
"2520",0.28,0.8,100,0.89,FALSE
"2521",0.28,0.8,100,0.9,FALSE
"2522",0.29,0.8,100,0.01,TRUE
"2523",0.29,0.8,100,0.02,FALSE
"2524",0.29,0.8,100,0.03,FALSE
"2525",0.29,0.8,100,0.04,FALSE
"2526",0.29,0.8,100,0.05,FALSE
"2527",0.29,0.8,100,0.06,FALSE
"2528",0.29,0.8,100,0.07,FALSE
"2529",0.29,0.8,100,0.08,FALSE
"2530",0.29,0.8,100,0.09,FALSE
"2531",0.29,0.8,100,0.1,FALSE
"2532",0.29,0.8,100,0.11,FALSE
"2533",0.29,0.8,100,0.12,FALSE
"2534",0.29,0.8,100,0.13,FALSE
"2535",0.29,0.8,100,0.14,FALSE
"2536",0.29,0.8,100,0.15,FALSE
"2537",0.29,0.8,100,0.16,FALSE
"2538",0.29,0.8,100,0.17,FALSE
"2539",0.29,0.8,100,0.18,FALSE
"2540",0.29,0.8,100,0.19,FALSE
"2541",0.29,0.8,100,0.2,FALSE
"2542",0.29,0.8,100,0.21,FALSE
"2543",0.29,0.8,100,0.22,FALSE
"2544",0.29,0.8,100,0.23,FALSE
"2545",0.29,0.8,100,0.24,FALSE
"2546",0.29,0.8,100,0.25,FALSE
"2547",0.29,0.8,100,0.26,FALSE
"2548",0.29,0.8,100,0.27,FALSE
"2549",0.29,0.8,100,0.28,FALSE
"2550",0.29,0.8,100,0.29,FALSE
"2551",0.29,0.8,100,0.3,FALSE
"2552",0.29,0.8,100,0.31,FALSE
"2553",0.29,0.8,100,0.32,FALSE
"2554",0.29,0.8,100,0.33,FALSE
"2555",0.29,0.8,100,0.34,FALSE
"2556",0.29,0.8,100,0.35,FALSE
"2557",0.29,0.8,100,0.36,FALSE
"2558",0.29,0.8,100,0.37,FALSE
"2559",0.29,0.8,100,0.38,FALSE
"2560",0.29,0.8,100,0.39,FALSE
"2561",0.29,0.8,100,0.4,FALSE
"2562",0.29,0.8,100,0.41,FALSE
"2563",0.29,0.8,100,0.42,FALSE
"2564",0.29,0.8,100,0.43,FALSE
"2565",0.29,0.8,100,0.44,FALSE
"2566",0.29,0.8,100,0.45,FALSE
"2567",0.29,0.8,100,0.46,FALSE
"2568",0.29,0.8,100,0.47,FALSE
"2569",0.29,0.8,100,0.48,FALSE
"2570",0.29,0.8,100,0.49,FALSE
"2571",0.29,0.8,100,0.5,FALSE
"2572",0.29,0.8,100,0.51,FALSE
"2573",0.29,0.8,100,0.52,FALSE
"2574",0.29,0.8,100,0.53,FALSE
"2575",0.29,0.8,100,0.54,FALSE
"2576",0.29,0.8,100,0.55,FALSE
"2577",0.29,0.8,100,0.56,FALSE
"2578",0.29,0.8,100,0.57,FALSE
"2579",0.29,0.8,100,0.58,FALSE
"2580",0.29,0.8,100,0.59,FALSE
"2581",0.29,0.8,100,0.6,FALSE
"2582",0.29,0.8,100,0.61,FALSE
"2583",0.29,0.8,100,0.62,FALSE
"2584",0.29,0.8,100,0.63,FALSE
"2585",0.29,0.8,100,0.64,FALSE
"2586",0.29,0.8,100,0.65,FALSE
"2587",0.29,0.8,100,0.66,FALSE
"2588",0.29,0.8,100,0.67,FALSE
"2589",0.29,0.8,100,0.68,FALSE
"2590",0.29,0.8,100,0.69,FALSE
"2591",0.29,0.8,100,0.7,FALSE
"2592",0.29,0.8,100,0.71,FALSE
"2593",0.29,0.8,100,0.72,FALSE
"2594",0.29,0.8,100,0.73,FALSE
"2595",0.29,0.8,100,0.74,FALSE
"2596",0.29,0.8,100,0.75,FALSE
"2597",0.29,0.8,100,0.76,FALSE
"2598",0.29,0.8,100,0.77,FALSE
"2599",0.29,0.8,100,0.78,FALSE
"2600",0.29,0.8,100,0.79,FALSE
"2601",0.29,0.8,100,0.8,FALSE
"2602",0.29,0.8,100,0.81,FALSE
"2603",0.29,0.8,100,0.82,FALSE
"2604",0.29,0.8,100,0.83,FALSE
"2605",0.29,0.8,100,0.84,FALSE
"2606",0.29,0.8,100,0.85,FALSE
"2607",0.29,0.8,100,0.86,FALSE
"2608",0.29,0.8,100,0.87,FALSE
"2609",0.29,0.8,100,0.88,FALSE
"2610",0.29,0.8,100,0.89,FALSE
"2611",0.29,0.8,100,0.9,FALSE
"2612",0.3,0.8,100,0.01,TRUE
"2613",0.3,0.8,100,0.02,FALSE
"2614",0.3,0.8,100,0.03,FALSE
"2615",0.3,0.8,100,0.04,FALSE
"2616",0.3,0.8,100,0.05,FALSE
"2617",0.3,0.8,100,0.06,FALSE
"2618",0.3,0.8,100,0.07,FALSE
"2619",0.3,0.8,100,0.08,FALSE
"2620",0.3,0.8,100,0.09,FALSE
"2621",0.3,0.8,100,0.1,FALSE
"2622",0.3,0.8,100,0.11,FALSE
"2623",0.3,0.8,100,0.12,FALSE
"2624",0.3,0.8,100,0.13,FALSE
"2625",0.3,0.8,100,0.14,FALSE
"2626",0.3,0.8,100,0.15,FALSE
"2627",0.3,0.8,100,0.16,FALSE
"2628",0.3,0.8,100,0.17,FALSE
"2629",0.3,0.8,100,0.18,FALSE
"2630",0.3,0.8,100,0.19,FALSE
"2631",0.3,0.8,100,0.2,FALSE
"2632",0.3,0.8,100,0.21,FALSE
"2633",0.3,0.8,100,0.22,FALSE
"2634",0.3,0.8,100,0.23,FALSE
"2635",0.3,0.8,100,0.24,FALSE
"2636",0.3,0.8,100,0.25,FALSE
"2637",0.3,0.8,100,0.26,FALSE
"2638",0.3,0.8,100,0.27,FALSE
"2639",0.3,0.8,100,0.28,FALSE
"2640",0.3,0.8,100,0.29,FALSE
"2641",0.3,0.8,100,0.3,FALSE
"2642",0.3,0.8,100,0.31,FALSE
"2643",0.3,0.8,100,0.32,FALSE
"2644",0.3,0.8,100,0.33,FALSE
"2645",0.3,0.8,100,0.34,FALSE
"2646",0.3,0.8,100,0.35,FALSE
"2647",0.3,0.8,100,0.36,FALSE
"2648",0.3,0.8,100,0.37,FALSE
"2649",0.3,0.8,100,0.38,FALSE
"2650",0.3,0.8,100,0.39,FALSE
"2651",0.3,0.8,100,0.4,FALSE
"2652",0.3,0.8,100,0.41,FALSE
"2653",0.3,0.8,100,0.42,FALSE
"2654",0.3,0.8,100,0.43,FALSE
"2655",0.3,0.8,100,0.44,FALSE
"2656",0.3,0.8,100,0.45,FALSE
"2657",0.3,0.8,100,0.46,FALSE
"2658",0.3,0.8,100,0.47,FALSE
"2659",0.3,0.8,100,0.48,FALSE
"2660",0.3,0.8,100,0.49,FALSE
"2661",0.3,0.8,100,0.5,FALSE
"2662",0.3,0.8,100,0.51,FALSE
"2663",0.3,0.8,100,0.52,FALSE
"2664",0.3,0.8,100,0.53,FALSE
"2665",0.3,0.8,100,0.54,FALSE
"2666",0.3,0.8,100,0.55,FALSE
"2667",0.3,0.8,100,0.56,FALSE
"2668",0.3,0.8,100,0.57,FALSE
"2669",0.3,0.8,100,0.58,FALSE
"2670",0.3,0.8,100,0.59,FALSE
"2671",0.3,0.8,100,0.6,FALSE
"2672",0.3,0.8,100,0.61,FALSE
"2673",0.3,0.8,100,0.62,FALSE
"2674",0.3,0.8,100,0.63,FALSE
"2675",0.3,0.8,100,0.64,FALSE
"2676",0.3,0.8,100,0.65,FALSE
"2677",0.3,0.8,100,0.66,FALSE
"2678",0.3,0.8,100,0.67,FALSE
"2679",0.3,0.8,100,0.68,FALSE
"2680",0.3,0.8,100,0.69,FALSE
"2681",0.3,0.8,100,0.7,FALSE
"2682",0.3,0.8,100,0.71,FALSE
"2683",0.3,0.8,100,0.72,FALSE
"2684",0.3,0.8,100,0.73,FALSE
"2685",0.3,0.8,100,0.74,FALSE
"2686",0.3,0.8,100,0.75,FALSE
"2687",0.3,0.8,100,0.76,FALSE
"2688",0.3,0.8,100,0.77,FALSE
"2689",0.3,0.8,100,0.78,FALSE
"2690",0.3,0.8,100,0.79,FALSE
"2691",0.3,0.8,100,0.8,FALSE
"2692",0.3,0.8,100,0.81,FALSE
"2693",0.3,0.8,100,0.82,FALSE
"2694",0.3,0.8,100,0.83,FALSE
"2695",0.3,0.8,100,0.84,FALSE
"2696",0.3,0.8,100,0.85,FALSE
"2697",0.3,0.8,100,0.86,FALSE
"2698",0.3,0.8,100,0.87,FALSE
"2699",0.3,0.8,100,0.88,FALSE
"2700",0.3,0.8,100,0.89,FALSE
"2701",0.3,0.8,100,0.9,FALSE
"2702",0.31,0.8,100,0.01,TRUE
"2703",0.31,0.8,100,0.02,FALSE
"2704",0.31,0.8,100,0.03,FALSE
"2705",0.31,0.8,100,0.04,FALSE
"2706",0.31,0.8,100,0.05,FALSE
"2707",0.31,0.8,100,0.06,FALSE
"2708",0.31,0.8,100,0.07,FALSE
"2709",0.31,0.8,100,0.08,FALSE
"2710",0.31,0.8,100,0.09,FALSE
"2711",0.31,0.8,100,0.1,FALSE
"2712",0.31,0.8,100,0.11,FALSE
"2713",0.31,0.8,100,0.12,FALSE
"2714",0.31,0.8,100,0.13,FALSE
"2715",0.31,0.8,100,0.14,FALSE
"2716",0.31,0.8,100,0.15,FALSE
"2717",0.31,0.8,100,0.16,FALSE
"2718",0.31,0.8,100,0.17,FALSE
"2719",0.31,0.8,100,0.18,FALSE
"2720",0.31,0.8,100,0.19,FALSE
"2721",0.31,0.8,100,0.2,FALSE
"2722",0.31,0.8,100,0.21,FALSE
"2723",0.31,0.8,100,0.22,FALSE
"2724",0.31,0.8,100,0.23,FALSE
"2725",0.31,0.8,100,0.24,FALSE
"2726",0.31,0.8,100,0.25,FALSE
"2727",0.31,0.8,100,0.26,FALSE
"2728",0.31,0.8,100,0.27,FALSE
"2729",0.31,0.8,100,0.28,FALSE
"2730",0.31,0.8,100,0.29,FALSE
"2731",0.31,0.8,100,0.3,FALSE
"2732",0.31,0.8,100,0.31,FALSE
"2733",0.31,0.8,100,0.32,FALSE
"2734",0.31,0.8,100,0.33,FALSE
"2735",0.31,0.8,100,0.34,FALSE
"2736",0.31,0.8,100,0.35,FALSE
"2737",0.31,0.8,100,0.36,FALSE
"2738",0.31,0.8,100,0.37,FALSE
"2739",0.31,0.8,100,0.38,FALSE
"2740",0.31,0.8,100,0.39,FALSE
"2741",0.31,0.8,100,0.4,FALSE
"2742",0.31,0.8,100,0.41,FALSE
"2743",0.31,0.8,100,0.42,FALSE
"2744",0.31,0.8,100,0.43,FALSE
"2745",0.31,0.8,100,0.44,FALSE
"2746",0.31,0.8,100,0.45,FALSE
"2747",0.31,0.8,100,0.46,FALSE
"2748",0.31,0.8,100,0.47,FALSE
"2749",0.31,0.8,100,0.48,FALSE
"2750",0.31,0.8,100,0.49,FALSE
"2751",0.31,0.8,100,0.5,FALSE
"2752",0.31,0.8,100,0.51,FALSE
"2753",0.31,0.8,100,0.52,FALSE
"2754",0.31,0.8,100,0.53,FALSE
"2755",0.31,0.8,100,0.54,FALSE
"2756",0.31,0.8,100,0.55,FALSE
"2757",0.31,0.8,100,0.56,FALSE
"2758",0.31,0.8,100,0.57,FALSE
"2759",0.31,0.8,100,0.58,FALSE
"2760",0.31,0.8,100,0.59,FALSE
"2761",0.31,0.8,100,0.6,FALSE
"2762",0.31,0.8,100,0.61,FALSE
"2763",0.31,0.8,100,0.62,FALSE
"2764",0.31,0.8,100,0.63,FALSE
"2765",0.31,0.8,100,0.64,FALSE
"2766",0.31,0.8,100,0.65,FALSE
"2767",0.31,0.8,100,0.66,FALSE
"2768",0.31,0.8,100,0.67,FALSE
"2769",0.31,0.8,100,0.68,FALSE
"2770",0.31,0.8,100,0.69,FALSE
"2771",0.31,0.8,100,0.7,FALSE
"2772",0.31,0.8,100,0.71,FALSE
"2773",0.31,0.8,100,0.72,FALSE
"2774",0.31,0.8,100,0.73,FALSE
"2775",0.31,0.8,100,0.74,FALSE
"2776",0.31,0.8,100,0.75,FALSE
"2777",0.31,0.8,100,0.76,FALSE
"2778",0.31,0.8,100,0.77,FALSE
"2779",0.31,0.8,100,0.78,FALSE
"2780",0.31,0.8,100,0.79,FALSE
"2781",0.31,0.8,100,0.8,FALSE
"2782",0.31,0.8,100,0.81,FALSE
"2783",0.31,0.8,100,0.82,FALSE
"2784",0.31,0.8,100,0.83,FALSE
"2785",0.31,0.8,100,0.84,FALSE
"2786",0.31,0.8,100,0.85,FALSE
"2787",0.31,0.8,100,0.86,FALSE
"2788",0.31,0.8,100,0.87,FALSE
"2789",0.31,0.8,100,0.88,FALSE
"2790",0.31,0.8,100,0.89,FALSE
"2791",0.31,0.8,100,0.9,FALSE
"2792",0.32,0.8,100,0.01,TRUE
"2793",0.32,0.8,100,0.02,FALSE
"2794",0.32,0.8,100,0.03,FALSE
"2795",0.32,0.8,100,0.04,FALSE
"2796",0.32,0.8,100,0.05,FALSE
"2797",0.32,0.8,100,0.06,FALSE
"2798",0.32,0.8,100,0.07,FALSE
"2799",0.32,0.8,100,0.08,FALSE
"2800",0.32,0.8,100,0.09,FALSE
"2801",0.32,0.8,100,0.1,FALSE
"2802",0.32,0.8,100,0.11,FALSE
"2803",0.32,0.8,100,0.12,FALSE
"2804",0.32,0.8,100,0.13,FALSE
"2805",0.32,0.8,100,0.14,FALSE
"2806",0.32,0.8,100,0.15,FALSE
"2807",0.32,0.8,100,0.16,FALSE
"2808",0.32,0.8,100,0.17,FALSE
"2809",0.32,0.8,100,0.18,FALSE
"2810",0.32,0.8,100,0.19,FALSE
"2811",0.32,0.8,100,0.2,FALSE
"2812",0.32,0.8,100,0.21,FALSE
"2813",0.32,0.8,100,0.22,FALSE
"2814",0.32,0.8,100,0.23,FALSE
"2815",0.32,0.8,100,0.24,FALSE
"2816",0.32,0.8,100,0.25,FALSE
"2817",0.32,0.8,100,0.26,FALSE
"2818",0.32,0.8,100,0.27,FALSE
"2819",0.32,0.8,100,0.28,FALSE
"2820",0.32,0.8,100,0.29,FALSE
"2821",0.32,0.8,100,0.3,FALSE
"2822",0.32,0.8,100,0.31,FALSE
"2823",0.32,0.8,100,0.32,FALSE
"2824",0.32,0.8,100,0.33,FALSE
"2825",0.32,0.8,100,0.34,FALSE
"2826",0.32,0.8,100,0.35,FALSE
"2827",0.32,0.8,100,0.36,FALSE
"2828",0.32,0.8,100,0.37,FALSE
"2829",0.32,0.8,100,0.38,FALSE
"2830",0.32,0.8,100,0.39,FALSE
"2831",0.32,0.8,100,0.4,FALSE
"2832",0.32,0.8,100,0.41,FALSE
"2833",0.32,0.8,100,0.42,FALSE
"2834",0.32,0.8,100,0.43,FALSE
"2835",0.32,0.8,100,0.44,FALSE
"2836",0.32,0.8,100,0.45,FALSE
"2837",0.32,0.8,100,0.46,FALSE
"2838",0.32,0.8,100,0.47,FALSE
"2839",0.32,0.8,100,0.48,FALSE
"2840",0.32,0.8,100,0.49,FALSE
"2841",0.32,0.8,100,0.5,FALSE
"2842",0.32,0.8,100,0.51,FALSE
"2843",0.32,0.8,100,0.52,FALSE
"2844",0.32,0.8,100,0.53,FALSE
"2845",0.32,0.8,100,0.54,FALSE
"2846",0.32,0.8,100,0.55,FALSE
"2847",0.32,0.8,100,0.56,FALSE
"2848",0.32,0.8,100,0.57,FALSE
"2849",0.32,0.8,100,0.58,FALSE
"2850",0.32,0.8,100,0.59,FALSE
"2851",0.32,0.8,100,0.6,FALSE
"2852",0.32,0.8,100,0.61,FALSE
"2853",0.32,0.8,100,0.62,FALSE
"2854",0.32,0.8,100,0.63,FALSE
"2855",0.32,0.8,100,0.64,FALSE
"2856",0.32,0.8,100,0.65,FALSE
"2857",0.32,0.8,100,0.66,FALSE
"2858",0.32,0.8,100,0.67,FALSE
"2859",0.32,0.8,100,0.68,FALSE
"2860",0.32,0.8,100,0.69,FALSE
"2861",0.32,0.8,100,0.7,FALSE
"2862",0.32,0.8,100,0.71,FALSE
"2863",0.32,0.8,100,0.72,FALSE
"2864",0.32,0.8,100,0.73,FALSE
"2865",0.32,0.8,100,0.74,FALSE
"2866",0.32,0.8,100,0.75,FALSE
"2867",0.32,0.8,100,0.76,FALSE
"2868",0.32,0.8,100,0.77,FALSE
"2869",0.32,0.8,100,0.78,FALSE
"2870",0.32,0.8,100,0.79,FALSE
"2871",0.32,0.8,100,0.8,FALSE
"2872",0.32,0.8,100,0.81,FALSE
"2873",0.32,0.8,100,0.82,FALSE
"2874",0.32,0.8,100,0.83,FALSE
"2875",0.32,0.8,100,0.84,FALSE
"2876",0.32,0.8,100,0.85,FALSE
"2877",0.32,0.8,100,0.86,FALSE
"2878",0.32,0.8,100,0.87,FALSE
"2879",0.32,0.8,100,0.88,FALSE
"2880",0.32,0.8,100,0.89,FALSE
"2881",0.32,0.8,100,0.9,FALSE
"2882",0.33,0.8,100,0.01,TRUE
"2883",0.33,0.8,100,0.02,FALSE
"2884",0.33,0.8,100,0.03,FALSE
"2885",0.33,0.8,100,0.04,FALSE
"2886",0.33,0.8,100,0.05,FALSE
"2887",0.33,0.8,100,0.06,FALSE
"2888",0.33,0.8,100,0.07,FALSE
"2889",0.33,0.8,100,0.08,FALSE
"2890",0.33,0.8,100,0.09,FALSE
"2891",0.33,0.8,100,0.1,FALSE
"2892",0.33,0.8,100,0.11,FALSE
"2893",0.33,0.8,100,0.12,FALSE
"2894",0.33,0.8,100,0.13,FALSE
"2895",0.33,0.8,100,0.14,FALSE
"2896",0.33,0.8,100,0.15,FALSE
"2897",0.33,0.8,100,0.16,FALSE
